"status","installedtime","executiontype","patchseverity","title","severity","executiontime","compliancetype","classification","id","documentversion","patchstate","patchbaselineid","documentname","patchgroup","executionid","resourceid","capturetime","schemaversion","accountid","region","resourcetype"
"COMPLIANT","2020-05-27T00:47:07Z","Command","","gpgme.x86_64:0:1.3.2-5.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gpgme.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:16Z","Command","","gpm-libs.x86_64:0:1.20.7-15.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gpm-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","grep.x86_64:0:2.20-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grep.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:30Z","Command","","groff-base.x86_64:0:1.22.2-8.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","groff-base.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:23Z","Command","","grub2.x86_64:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:23Z","Command","","grub2-common.noarch:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2-common.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:14Z","Command","","grub2-pc.x86_64:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2-pc.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:24Z","Command","","grub2-pc-modules.noarch:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2-pc-modules.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:13Z","Command","","grub2-tools.x86_64:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2-tools.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:14Z","Command","","grub2-tools-extra.x86_64:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2-tools-extra.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:11Z","Command","","grub2-tools-minimal.x86_64:1:2.02-35.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grub2-tools-minimal.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:59Z","Command","","grubby.x86_64:0:8.28-23.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","grubby.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:16Z","Command","","gssproxy.x86_64:0:0.7.0-17.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gssproxy.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:58Z","Command","","gzip.x86_64:0:1.5-10.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gzip.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","hardlink.x86_64:1:1.3-3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hardlink.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:22Z","Command","","hibagent.noarch:0:1.1.0-5.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hibagent.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","hostname.x86_64:0:3.13-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hostname.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:33Z","Command","","hunspell.x86_64:0:1.3.2-15.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hunspell.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:36Z","Command","","hunspell-en.noarch:0:0.20121024-6.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hunspell-en.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:35Z","Command","","hunspell-en-GB.noarch:0:0.20121024-6.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hunspell-en-GB.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:33Z","Command","","hunspell-en-US.noarch:0:0.20121024-6.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hunspell-en-US.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:12Z","Command","","hwdata.x86_64:0:0.252-9.3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","hwdata.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","info.x86_64:0:5.1-5.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","info.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:11Z","Command","","initscripts.x86_64:0:9.49.47-1.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","initscripts.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","iproute.x86_64:0:4.15.0-1.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","iproute.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:36Z","Command","","iptables.x86_64:0:1.8.2-16.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","iptables.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:35Z","Command","","iptables-libs.x86_64:0:1.8.2-16.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","iptables-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:11Z","Command","","iputils.x86_64:0:20160308-10.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","iputils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:35Z","Command","","irqbalance.x86_64:2:1.5.0-4.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","irqbalance.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:45Z","Command","","jansson.x86_64:0:2.10-1.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","jansson.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","jbigkit-libs.x86_64:0:2.0-11.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","jbigkit-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:08Z","Command","","json-c.x86_64:0:0.11-4.amzn2.0.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","json-c.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:15Z","Command","","kbd.x86_64:0:1.15.5-15.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kbd.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:24Z","Command","","kbd-legacy.noarch:0:1.15.5-15.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kbd-legacy.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:24Z","Command","","kbd-misc.noarch:0:1.15.5-15.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kbd-misc.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:35Z","Command","","keyutils.x86_64:0:1.5.8-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","keyutils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:28Z","Command","","keyutils-libs.x86_64:0:1.5.8-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","keyutils-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","kmod.x86_64:0:25-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kmod.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","kmod-libs.x86_64:0:25-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kmod-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:13Z","Command","","kpartx.x86_64:0:0.4.9-127.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kpartx.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:38Z","Command","","kpatch-runtime.noarch:0:0.8.0-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","kpatch-runtime.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:47Z","Command","","krb5-libs.x86_64:0:1.15.1-37.amzn2.2.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","krb5-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:23Z","Command","","langtable.noarch:0:0.0.31-4.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","langtable.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:23Z","Command","","langtable-data.noarch:0:0.0.31-4.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","langtable-data.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:00Z","Command","","langtable-python.noarch:0:0.0.31-4.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","langtable-python.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:35Z","Command","","less.x86_64:0:458-9.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","less.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","libacl.x86_64:0:2.2.51-14.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libacl.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","libaio.x86_64:0:0.3.109-13.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libaio.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","libassuan.x86_64:0:2.1.0-3.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libassuan.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","libattr.x86_64:0:2.4.46-12.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libattr.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","libbasicobjects.x86_64:0:0.1.1-29.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libbasicobjects.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:57Z","Command","","libblkid.x86_64:0:2.30.2-2.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libblkid.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","libcap.x86_64:0:2.22-9.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libcap.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","libcap-ng.x86_64:0:0.7.5-4.amzn2.0.4","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libcap-ng.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","libcollection.x86_64:0:0.7.0-29.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libcollection.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","libcom_err.x86_64:0:1.42.9-12.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libcom_err.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:44Z","Command","","libconfig.x86_64:0:1.4.9-5.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libconfig.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:59Z","Command","","libcroco.x86_64:0:0.6.11-1.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libcroco.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","libcrypt.x86_64:0:2.26-34.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libcrypt.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","libdaemon.x86_64:0:0.14-7.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libdaemon.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","libdb.x86_64:0:5.3.21-24.amzn2.0.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libdb.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:43Z","Command","","libdb-utils.x86_64:0:5.3.21-24.amzn2.0.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libdb-utils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:15Z","Command","","libdrm.x86_64:0:2.4.97-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libdrm.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:43Z","Command","","libdwarf.x86_64:0:20130207-4.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libdwarf.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","libedit.x86_64:0:3.0-12.20121213cvs.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libedit.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","libestr.x86_64:0:0.1.9-2.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libestr.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:59Z","Command","","libevent.x86_64:0:2.0.21-4.amzn2.0.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libevent.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","libfastjson.x86_64:0:0.99.4-3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","libfastjson.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
